y,E_h,s_paper,df
0,13.063475284434851,0.41318623292756346,0.08681376707243654
0,12.68811070462991,0.42381416637092784,0.07618583362907216
0,13.114095128771762,0.41177354456144405,0.08822645543855595
0,11.811252017262722,0.44971863475382173,0.05028136524617838
0,11.79794456300148,0.45012372762569725,0.049876272374302644
0,12.181763693832188,0.4385850800158697,0.06141491998413018
0,12.770300980570426,0.4214639267327814,0.07853607326721862
0,12.22350584822795,0.43734816803437204,0.06265183196562785
0,12.294929446388585,0.4352398150575319,0.06476018494246788
0,12.363022056915774,0.433239254113214,0.06676074588678599
0,9.562691202352266,0.5236149985637191,-0.02361499856371918
0,12.373155485028944,0.43294232107017305,0.06705767892982695
0,11.18834844590364,0.4690770001087715,0.03092299989122843
0,11.484075195897509,0.4597847600771886,0.040215239922811175
0,12.420493126590593,0.4315579115608225,0.06844208843917737
0,13.081832863690554,0.41267335408431843,0.08732664591568157
0,12.771766860923133,0.4214221282415114,0.07857787175848868
0,12.495376791995318,0.4293769416778348,0.07062305832216514
0,12.669000002241354,0.42436251420247095,0.07563748579752899
0,12.541803943942226,0.4280303000149989,0.07196969998500102
0,11.802106828677616,0.44999698468961674,0.050003015310383425
0,11.921271116206228,0.4463834738486571,0.053616526151342825
1,4.706999467482502,0.7272615190998996,-0.22726151909989956
0,12.093411557963412,0.4412146989718773,0.05878530102812263
0,13.08780171311139,0.4125067319975366,0.08749326800246338
0,7.5010169450616475,0.6019935539739594,-0.10199355397395937
0,11.984018286612153,0.4444924199167381,0.05550758008326179
0,10.040724827995703,0.5069506075196712,-0.006950607519671248
0,11.52164683994309,0.45861745036406304,0.041382549635936794
0,12.127637904708505,0.44019415675465134,0.0598058432453486
0,11.87378454491553,0.4478199551726671,0.05218004482733285
0,12.067739989111454,0.44198171212295817,0.05801828787704161
0,10.593193043410766,0.4883509632615669,0.011649036738432983
0,11.259797724705138,0.46681487877218614,0.03318512122781392
0,9.777891559915744,0.5160463138683324,-0.01604631386833255
0,10.87164434092314,0.47923673392857224,0.020763266071427477
0,9.356525891781109,0.5309700100947414,-0.03097001009474143
0,11.582269324245567,0.4567402217713287,0.04325977822867111
0,13.295263939338874,0.4067569836403741,0.09324301635962595
0,13.024905299531316,0.41426588869711234,0.08573411130288755
0,13.196238655045125,0.40949137079832537,0.09050862920167457
0,12.831087554287066,0.419734116269004,0.08026588373099597
0,12.391595807743172,0.43240249870627967,0.06759750129372011
0,12.706007062822321,0.423301304470398,0.07669869552960196
0,11.450177565586182,0.46084047153653196,0.03915952846346782
0,12.12049103165499,0.44040706307587796,0.05959293692412193
0,12.99879184819578,0.4149984607909806,0.08500153920901943
0,11.539081140897924,0.4580767928963916,0.04192320710360836
0,11.580754557683635,0.4567870341201307,0.04321296587986917
0,12.52096580266249,0.42863419703783434,0.07136580296216566
0,12.080707234399362,0.4415941112594608,0.05840588874053915
0,13.084169622579818,0.4126081147967692,0.08739188520323099
0,12.22387103758506,0.4373373620765543,0.0626626379234454
0,12.960780847121212,0.41606711592301193,0.08393288407698812
0,11.346116655312766,0.4640965224725754,0.035903477527424565
0,12.333267825970236,0.43411229977256327,0.06588770022743679
0,8.614782740700695,0.5582968822930514,-0.05829688229305141
0,13.099231322530368,0.41218785901217575,0.08781214098782425
0,13.309600775932143,0.40636261629723086,0.09363738370276903
0,11.923316692261047,0.446321698259612,0.05367830174038796
0,12.949039676631152,0.4163977674308248,0.08360223256917537
0,12.816686605469693,0.420143282874197,0.079856717125803
0,12.90187960827964,0.4177285254197342,0.08227147458026585
0,10.735593354222072,0.48366848525759143,0.016331514742408404
0,13.223461753433945,0.40873783199842073,0.09126216800157921
0,11.594608730069176,0.45635906342072474,0.04364093657927509
0,9.730141894362605,0.517716188799906,-0.017716188799906107
0,8.682971623092515,0.555727075064897,-0.05572707506489705
0,10.80236306916183,0.4814884178689914,0.018511582131008453
0,8.593824815274052,0.5590891001920945,-0.05908910019209457
0,12.518178649940952,0.42871503432707264,0.07128496567292736
0,8.555711947307204,0.5605326638344346,-0.060532663834434564
0,12.525650007219602,0.4284983728676791,0.07150162713232072
0,13.245950111860203,0.40811639737500177,0.09188360262499828
0,12.56033430436769,0.42749399806996397,0.07250600193003598
0,12.274590622585754,0.43583915953825725,0.0641608404617427
0,11.92003927172672,0.44642067919029166,0.053579320809708286
0,12.12345395877049,0.44031878458039525,0.05968121541960464
0,11.746828560244545,0.4516831480133684,0.04831685198663155
0,13.076545796555067,0.4128210002393201,0.08717899976067989
0,12.892134662535033,0.4180040370567575,0.08199596294324263
0,11.7840314015938,0.4505476490504384,0.04945235094956146
0,13.342658423107352,0.4054547470429886,0.09454525295701138
0,11.096755833107983,0.4719929104051367,0.028007089594863033
0,10.056038083837029,0.506425641208238,-0.006425641208238075
0,12.374576100282312,0.4329007100031406,0.06709928999685932
0,12.51675434127542,0.4287563502030975,0.07124364979690245
0,10.672468711481633,0.4857386155632805,0.014261384436719315
0,11.780521260524463,0.45065466292279377,0.049345337077206286
0,11.74148169838536,0.4518465790813292,0.04815342091867064
0,12.284110660933653,0.4355585203627921,0.06444147963720792
0,12.552986968876903,0.4277065627251286,0.07229343727487159
0,12.552857540802245,0.42771030813642247,0.07228969186357759
0,12.621763167605017,0.42572093772652086,0.07427906227347908
0,9.947282857074738,0.5101657809875916,-0.010165780987591577
0,13.03320655436732,0.41403328095029357,0.08596671904970649
0,12.38506841946101,0.43259350459418133,0.06740649540581856
0,12.930418092611001,0.41692272214176085,0.0830772778582392
0,10.083333467986874,0.5054912534329267,-0.005491253432926668
0,11.621922643950468,0.4555164806115612,0.04448351938843892
0,11.066479831131142,0.4729607471289415,0.02703925287105835
0,10.208181218328448,0.501239338000526,-0.0012393380005261134
0,9.759293402447264,0.5166960770229961,-0.016696077022996136
0,10.479594345198304,0.4921188571232903,0.007881142876709657
0,10.93699101739964,0.4771225775819675,0.02287742241803231
0,12.008804181167243,0.4437476398140449,0.05625236018595503
0,11.419988358677234,0.46178272802658843,0.03821727197341135
0,12.953310710361052,0.4162774573953564,0.08372254260464368
0,10.347415188278946,0.4965396442385201,0.0034603557614798497
0,12.836218965028957,0.4195884164974679,0.08041158350253214
0,11.523797687037861,0.4585507156625276,0.041449284337472525
0,11.332973651758477,0.46450939811141323,0.035490601888586604
0,12.814943602446345,0.42019283295676946,0.0798071670432306
0,12.921984059740767,0.41716070078323886,0.08283929921676103
0,11.997656240292415,0.4440824646900857,0.055917535309914335
0,12.58324887719953,0.4268317382878873,0.07316826171211277
0,12.601485959339293,0.4263053970966231,0.07369460290337693
0,10.029813858329579,0.5073249874146364,-0.007324987414636608
0,9.370942322889466,0.5304523565703999,-0.030452356570399908
0,12.80457498016967,0.4204877129086744,0.07951228709132563
0,12.886337059533577,0.4181680345988585,0.08183196540114168
0,9.205088297818135,0.5364383273860109,-0.03643832738601094
1,4.400236645539734,0.7425136759069573,-0.24251367590695727
0,11.800382580988941,0.45004948450765886,0.049950515492341085
0,10.37717598400514,0.4955408304981914,0.004459169501808469
0,12.670343978786466,0.4243239279885898,0.07567607201141024
0,8.779639773465588,0.5521042387603674,-0.052104238760367516
0,10.922158512658768,0.47760163283727547,0.02239836716272442
0,12.167682873299261,0.43900311431484124,0.060996885685158764
0,12.406207862935874,0.4319752231509987,0.06802477684900116
0,13.106963823507515,0.4119722709105649,0.08802772908943507
0,12.465039706556247,0.4302591711613786,0.06974082883862132
